Time (s),Channel 1 (V)
-0.1024,0.3402889407274878
-0.102375,0.3254074815892546
-0.10235,0.2435594563292133
-0.102325,0.07242267623995848
-0.1023,0.05010048753266436
-0.102275,0.176592890207331
-0.10225,0.4667813434022882
-0.102225,0.760690161381527
-0.1022,1.009954601946311
-0.102175,1.214574665096507
-0.10215,1.352228162124821
-0.102125,1.363389256478444
-0.1021,1.311304149494782
-0.102075,1.207133935527409
-0.10205,1.132726639836429
-0.102025,1.062039708929997
-0.102,1.002513872377205
-0.101975,0.9839120484544681
-0.10195,0.9355473062553309
-0.101925,0.9281065766862329
-0.1019,0.9318269414707818
-0.101875,0.98391204845448
-0.10185,1.009954601946311
-0.101825,1.054598979360899
-0.1018,1.058319344145449
-0.101775,1.028556425869056
-0.10175,1.002513872377198
-0.101725,0.9690305893162721
-0.1017,0.8909029288407426
-0.101675,0.8313770922879583
-0.10165,0.764410526166076
-0.101625,0.771851255735174
-0.1016,0.771851255735174
-0.101575,0.771851255735174
-0.10155,0.7346476078896839
-0.101525,0.6862828656905466
-0.1015,0.6379181234914313
-0.101475,0.6118755699995663
-0.10145,0.574671922154076
-0.101425,0.5300275447394878
-0.1014,0.5114257208167428
-0.101375,0.4853831673249114
-0.10135,0.5039849912476446
-0.101325,0.5077053560321937
-0.1013,0.5263071799549388
-0.101275,0.5560700982313309
-0.10125,0.5337479095240469
-0.101225,0.5039849912476446
-0.1012,0.5411886390931349
-0.101175,0.5300275447394878
-0.10115,0.552349733446782
-0.101125,0.5672311925849712
-0.1011,0.5895533812922721
-0.101075,0.6007144756459192
-0.10105,0.6565199474141544
-0.101025,0.753249431812429
-0.101,0.8611400105643015
-0.100975,0.9467084006089779
-0.10095,1.009954601946311
-0.100925,1.032276790653605
-0.1009,1.017395331515409
-0.100875,0.9876324132390307
-0.10085,0.9355473062553309
-0.100825,0.9020640231943897
-0.1008,0.8499789162107034
-0.100775,0.8536992809952525
-0.10075,0.7904530796579479
-0.100725,0.6974439600441936
-0.1007,0.6081552052150172
-0.100675,0.5635108278004289
-0.10065,0.4481795194794094
-0.100625,0.3440093055120842
-0.1006,0.2844834689592525
-0.100575,0.2063558084837231
-0.10055,0.2323983619755663
-0.100525,0.2361187267601153
-0.1005,0.3291278463737985
-0.100475,0.4146962364184682
-0.10045,0.4891035321094486
-0.100425,0.5449090038776839
-0.1004,0.5821126517231741
-0.100375,0.5597904630158901
-0.10035,0.5858330165077231
-0.100325,0.574671922154076
-0.1003,0.6565199474141544
-0.100275,0.6453588530605074
-0.10025,0.6379181234914126
-0.100225,0.5486293686622329
-0.1002,0.4630609786176055
-0.100175,0.3960944124957231
-0.10015,0.3030852928819976
-0.100125,0.2510001858983114
-0.1001,0.2286779971910173
-0.100075,0.1951947141300761
-0.10005,0.2286779971910173
-0.100025,0.2696020098210565
-0.1,0.3142463872356447
-0.09997499999999999,0.3440093055120368
-0.09995,0.37005185900388
-0.099925,0.37005185900388
-0.0999,0.3886536829266251
-0.09987500000000001,0.4370184251257623
-0.09984999999999999,0.4481795194794094
-0.099825,0.4667813434021545
