Time (s),Channel 1 (V)
-0.1024,0.9057843879789387
-0.102375,0.9504287653935168
-0.10235,0.9281065766862329
-0.102325,0.9392676710398798
-0.1023,0.9355473062553309
-0.102275,0.9392676710398798
-0.10225,0.9392676710398765
-0.102225,0.9318269414707818
-0.1022,0.9467084006089779
-0.102175,0.9095047527634877
-0.10215,0.9355473062553309
-0.102125,0.909504752763481
-0.1021,0.8946232936252917
-0.102075,0.8648603753488995
-0.10205,0.8425381866416054
-0.102025,0.8202159979343113
-0.102,0.7644105261660827
-0.101975,0.779291985304272
-0.10195,0.7086050543978407
-0.101925,0.7011643248287427
-0.1019,0.6788421361214486
-0.101875,0.6527995826296071
-0.10185,0.6565199474141544
-0.101825,0.6341977587068603
-0.1018,0.6825625009059976
-0.101775,0.6714014065523505
-0.10175,0.723486513536052
-0.101725,0.7569697965969779
-0.1017,0.7830123500888211
-0.101675,0.8127752683652132
-0.10165,0.8276567275034094
-0.101625,0.8685807401334537
-0.1016,0.8797418344870955
-0.101575,0.9169454823325858
-0.10155,0.9169454823325858
-0.101525,0.9467084006089779
-0.1015,0.9467084006089779
-0.101475,0.9355473062553309
-0.10145,0.9355473062553309
-0.101425,0.8983436584098407
-0.1014,0.8797418344870955
-0.101375,0.8536992809952644
-0.10135,0.8239363627188603
-0.101325,0.7978938092270171
-0.1013,0.771851255735174
-0.101275,0.7569697965969779
-0.10125,0.734647607889694
-0.101225,0.6974439600441936
-0.1012,0.6974439600441936
-0.101175,0.6639606769832525
-0.10115,0.6453588530605074
-0.101125,0.6267570291377708
-0.1011,0.6304773939223113
-0.101075,0.6007144756459192
-0.10105,0.5895533812922721
-0.101025,0.574671922154076
-0.101,0.5597904630158868
-0.100975,0.5486293686622329
-0.10095,0.5188664503858408
-0.100925,0.5114257208167428
-0.1009,0.4853831673248996
-0.100875,0.4705017081867103
-0.10085,0.4556202490485074
-0.100825,0.4258573307721153
-0.1008,0.4072555068493702
-0.100775,0.3886536829266251
-0.10075,0.3700518590038884
-0.100725,0.3551703998656839
-0.1007,0.3365685759429388
-0.100675,0.3328482111583898
-0.10065,0.3105260224510957
-0.100625,0.325407481589285
-0.1006,0.2882038337438016
-0.100575,0.2844834689592525
-0.10055,0.2770427393901545
-0.100525,0.2733223746056055
-0.1005,0.2435594563292269
-0.100475,0.2472798211137624
-0.10045,0.2175169028373702
-0.100425,0.1989150789146251
-0.1004,0.1951947141300761
-0.100375,0.1617114310691501
-0.10035,0.1654317958536839
-0.100325,0.1356688775772918
-0.1003,0.1356688775772918
-0.100275,0.1170670536545467
-0.10025,0.1133466888699994
-0.100225,0.1133466888699977
-0.1002,0.09846522973180161
-0.100175,0.1059059593008996
-0.10015,0.09102450016270357
-0.100125,0.1133466888699977
-0.1001,0.09846522973180161
-0.100075,0.1059059593008996
-0.10005,0.09846522973180161
-0.100025,0.1021855945163506
-0.1,0.09102450016270357
-0.09997499999999999,0.01661720447172319
-0.09995,0.009176474902625149
-0.099925,0.0389393931790173
-0.0999,0.09474486494725258
-0.09987500000000001,0.169152160638233
-0.09984999999999999,0.2286779971910173
-0.099825,0.2621612802519585
-0.0998,0.3142463872356447
-0.099775,0.3477296702965859
-0.09975000000000001,0.377492588572978
-0.09972499999999999,0.3886536829266369
-0.0997,0.4146962364184682
-0.099675,0.4332980603412133
-0.09965,0.4258573307721153
-0.09962500000000001,0.4370184251257623
-0.09959999999999999,0.4258573307721255
-0.099575,0.4481795194794094
-0.09955,0.4481795194794094
-0.099525,0.4556202490485074
-0.09950000000000001,0.4518998842639584
-0.09947499999999999,0.4742220729712542
-0.09945,0.4779424377558015
-0.099425,0.4630609786176055
-0.0994,0.4742220729712525
-0.099375,0.4667813434021545
-0.09934999999999999,0.4853831673248894
-0.099325,0.4630609786176055
-0.0993,0.4779424377558015
-0.099275,0.4667813434021545
-0.09925,0.4742220729712525
-0.09922499999999999,0.4667813434021494
-0.0992,0.4556202490485074
-0.099175,0.4481795194794094
-0.09915,0.4370184251257623
-0.099125,0.4370184251257623
-0.09909999999999999,0.4295776955566593
-0.099075,0.4184166012030172
-0.09905,0.3960944124957231
-0.099025,0.3886536829266251
-0.099,0.3998147772802721
-0.09897499999999999,0.384933318142071
-0.09895,0.373772223788429
-0.098925,0.358890764650233
-0.0989,0.358890764650233
-0.098875,0.3440093055120368
-0.09884999999999999,0.3477296702965774
-0.098825,0.3291278463738408
-0.0988,0.3291278463738408
-0.098775,0.3216871168047428
-0.09875,0.2993649280974486
-0.09872499999999999,0.3105260224510973
-0.0987,0.3142463872356447
-0.098675,0.3179667520201937
-0.09865,0.3105260224510957
-0.098625,0.3216871168047428
-0.09859999999999999,0.336568575942949
-0.098575,0.358890764650233
-0.09855,0.373772223788429
-0.098525,0.3886536829266251
-0.0985,0.3886536829266251
-0.09847499999999999,0.3886536829266318
-0.09845,0.4035351420648212
-0.098425,0.3998147772802721
-0.0984,0.4072555068493702
-0.098375,0.3998147772802721
-0.09835000000000001,0.4184166012030088
-0.098325,0.4146962364184682
-0.0983,0.4035351420648212
-0.098275,0.4109758716339192
-0.09825,0.384933318142076
-0.09822500000000001,0.3700518590038868
-0.0982,0.3402889407274878
-0.098175,0.3402889407274878
-0.09815,0.3254074815892918
-0.098125,0.3440093055120368
-0.09810000000000001,0.3254074815893002
-0.098075,0.3216871168047428
-0.09805,0.3402889407274878
-0.098025,0.3402889407274878
-0.098,0.3514500350811349
-0.09797500000000001,0.3551703998656822
-0.09795,0.3551703998656839
-0.097925,0.3291278463738408
-0.0979,0.3514500350811349
-0.097875,0.3440093055120368
-0.09785000000000001,0.3514500350811315
-0.097825,0.3551703998656839
-0.0978,0.3402889407274878
-0.097775,0.3402889407274878
-0.09775,0.3216871168047428
-0.09772500000000001,0.3216871168047428
-0.0977,0.3068056576665467
-0.097675,0.3179667520201937
-0.09765,0.3105260224510957
-0.097625,0.3291278463738408
-0.09760000000000001,0.2993649280974622
-0.097575,0.3179667520201937
-0.09755,0.3030852928819976
-0.097525,0.2770427393901545
-0.0975,0.2882038337438016
-0.09747500000000001,0.2733223746056123
-0.09744999999999999,0.2770427393901545
-0.097425,0.2696020098210565
-0.0974,0.2807631041747035
-0.097375,0.2547205506828604
-0.09735000000000001,0.2621612802519551
-0.09732499999999999,0.2398390915446643
-0.0973,0.2510001858983114
-0.097275,0.2472798211137624
-0.09725,0.2361187267601153
-0.09722500000000001,0.2472798211137573
-0.09719999999999999,0.2286779971910173
-0.097175,0.2323983619755663
-0.09715,0.2212372676219192
-0.097125,0.2212372676219192
-0.09710000000000001,0.2063558084837299
-0.09707499999999999,0.2100761732682722
-0.09705,0.1989150789146251
-0.097025,0.1951947141300761
-0.097,0.1914743493455271
-0.09697500000000001,0.2026354436991741
-0.09694999999999999,0.2063558084837231
-0.096925,0.1951947141300761
-0.0969,0.2100761732682722
-0.096875,0.2063558084837231
-0.09685000000000001,0.2137965380528212
-0.09682499999999999,0.2100761732682722
-0.0968,0.2137965380528212
-0.096775,0.2137965380528212
-0.09675,0.2137965380528212
-0.09672500000000001,0.1914743493455271
-0.09669999999999999,0.1803132549918699
-0.096675,0.1579910662845859
-0.09665,0.172872525422782
-0.096625,0.1579910662845859
-0.09660000000000001,0.1431096071463898
-0.09657499999999999,0.1579910662845791
-0.09655,0.1431096071463898
-0.096525,0.1617114310691349
-0.0965,0.169152160638233
-0.09647500000000001,0.18031325499188
-0.09644999999999999,0.1840336197764341
-0.096425,0.1951947141300761
-0.0964,0.2063558084837231
-0.096375,0.2175169028373702
-0.09635000000000001,0.2063558084837231
-0.09632499999999999,0.2398390915446677
-0.0963,0.2472798211137624
-0.096275,0.2435594563292133
-0.09625,0.2547205506828604
-0.096225,0.2510001858983114
-0.09619999999999999,0.2696020098210565
-0.096175,0.2696020098210565
-0.09615,0.2807631041747035
-0.096125,0.2770427393901545
-0.0961,0.2807631041747035
-0.09607499999999999,0.2844834689592559
-0.09605,0.2919241985283506
-0.096025,0.3030852928819976
-0.096,0.2956445633128996
-0.095975,0.3068056576665467
-0.09594999999999999,0.2807631041747018
-0.095925,0.2770427393901545
-0.0959,0.2696020098210565
-0.095875,0.2472798211137624
-0.09585,0.2212372676219192
-0.09582499999999999,0.2063558084837096
-0.0958,0.176592890207331
-0.095775,0.1579910662845859
-0.09575,0.1393892423618408
-0.095725,0.1505503367154879
-0.09569999999999999,0.1356688775772969
-0.095675,0.1468299719309389
-0.09565,0.1468299719309389
-0.095625,0.1170670536545467
-0.0956,0.1207874184390957
