Time (s),Channel 1 (V)
-0.1024,0.8164956331497623
-0.102375,0.7978938092270138
-0.10235,0.7904530796579191
-0.102325,0.771851255735174
-0.1023,0.760690161381527
-0.102275,0.7495290670278799
-0.10225,0.7309272431051381
-0.102225,0.7383679726742328
-0.1022,0.7234865135360368
-0.102175,0.7160457839669387
-0.10215,0.7160457839669387
-0.102125,0.7011643248287427
-0.1021,0.7011643248287427
-0.102075,0.6974439600441936
-0.10205,0.7011643248287427
-0.102025,0.6937235952596447
-0.102,0.6974439600441852
-0.101975,0.6788421361214486
-0.10195,0.6862828656905466
-0.101925,0.6304773939223113
-0.1019,0.5969941108613701
-0.101875,0.5895533812922585
-0.10185,0.55979046301588
-0.101825,0.5300275447394878
-0.1018,0.4965442616785467
-0.101775,0.4853831673248996
-0.10175,0.4407387899103012
-0.101725,0.4184166012030172
-0.1017,0.373772223788429
-0.101675,0.3886536829266251
-0.10165,0.3440093055120368
-0.101625,0.3254074815892884
-0.1016,0.3179667520201937
-0.101575,0.2807631041747035
-0.10155,0.2733223746056055
-0.101525,0.2398390915446643
-0.1015,0.2398390915446643
-0.101475,0.2137965380528212
-0.10145,0.2175169028373702
-0.101425,0.176592890207331
-0.1014,0.172872525422782
-0.101375,0.1468299719309507
-0.10135,0.1579910662845859
-0.101325,0.1282281480081938
-0.1013,0.1245077832236447
-0.101275,0.1170670536545467
-0.10125,0.08730413537816807
-0.101225,0.1021855945163506
-0.1012,0.06870231145540945
-0.101175,0.07986340580905651
-0.10115,0.0575412171017624
-0.101125,0.06870231145540437
-0.1011,0.0389393931790173
-0.101075,0.06126158188631141
-0.10105,0.03149866360991926
-0.101025,0.0575412171017624
-0.101,0.0314986636099311
-0.100975,0.02777829882537024
-0.10095,0.03149866360991926
-0.100925,0.01661720447172319
-0.1009,0.0389393931790173
-0.100875,0.02033756925628066
-0.10085,0.02777829882537024
-0.100825,-0.001984619451021907
-0.1008,0.03521902839446828
-0.100775,0.01661720447172319
-0.10075,0.00173574533353388
-0.100725,0.0203375692562722
-0.1007,0.001735745333527112
-0.100675,0.009176474902625149
-0.10065,0.001735745333527112
-0.100625,0.001735745333527112
-0.1006,-0.005704984235570926
-0.100575,0.01661720447172319
-0.10055,-0.001984619451021907
-0.100525,0.005456110118076131
-0.1005,0.01661720447171811
-0.100475,0.009176474902625149
-0.10045,0.02405793404082122
-0.100425,0.0389393931790173
-0.1004,0.04265975796356632
-0.100375,0.06126158188630295
-0.10035,0.05010048753266436
-0.100325,0.08730413537815454
-0.1003,0.07614304102450749
-0.100275,0.09474486494725258
-0.10025,0.06870231145542129
-0.100225,0.1021855945163506
-0.1002,0.07614304102450749
-0.100175,0.08730413537815454
-0.10015,0.09846522973180161
-0.100125,0.1021855945163506
-0.1001,0.06126158188631141
-0.100075,0.1021855945163506
-0.10005,0.07242267623995848
-0.100025,0.09102450016270357
-0.1,0.07986340580905651
-0.09997499999999999,0.07614304102450749
-0.09995,0.08358377059360553
-0.099925,0.07986340580905651
-0.0999,0.09846522973180161
-0.09987500000000001,0.06870231145540945
-0.09984999999999999,0.09474486494725258
-0.099825,0.09474486494725258
-0.0998,0.1170670536545467
-0.099775,0.07986340580905651
-0.09975000000000001,0.09474486494725258
-0.09972499999999999,0.09102450016270018
-0.0997,0.08358377059360553
-0.099675,0.1133466888699977
-0.09965,0.09474486494725258
-0.09962500000000001,0.09102450016270357
-0.09959999999999999,0.1319485127927123
-0.099575,0.06498194667086044
-0.09955,0.1021855945163506
-0.099525,0.1245077832236447
-0.09950000000000001,0.08358377059360553
-0.09947499999999999,0.1059059593008946
-0.09945,0.09474486494725258
-0.099425,0.09846522973180161
-0.0994,0.1245077832236447
-0.099375,0.09102450016270357
-0.09934999999999999,0.09474486494726442
-0.099325,0.1207874184390957
-0.0993,0.09474486494725258
-0.099275,0.09846522973180161
-0.09925,0.1393892423618408
-0.09922499999999999,0.07986340580906498
-0.0992,0.09846522973180161
-0.099175,0.1207874184390957
-0.09915,0.08358377059360553
-0.099125,0.1096263240854487
-0.09909999999999999,0.08730413537815285
-0.099075,0.08358377059360553
-0.09905,0.1207874184390957
-0.099025,0.07614304102450749
-0.099,0.1096263240854487
-0.09897499999999999,0.08730413537815454
-0.09895,0.08730413537815454
-0.098925,0.09846522973180161
-0.0989,0.08730413537815454
-0.098875,0.1021855945163506
-0.09884999999999999,0.07986340580906666
-0.098825,0.1021855945163506
-0.0988,0.09474486494725258
-0.098775,0.1021855945163506
-0.09875,0.1021855945163506
-0.09872499999999999,0.1059059593008861
-0.0987,0.07614304102450749
-0.098675,0.1021855945163506
-0.09865,0.0575412171017624
-0.098625,0.1096263240854487
-0.09859999999999999,0.07242267623996017
-0.098575,0.07614304102450749
-0.09855,0.0575412171017624
-0.098525,0.07614304102450749
-0.0985,0.06498194667086044
-0.09847499999999999,0.06498194667086044
-0.09845,0.06498194667086044
-0.098425,0.08358377059360553
-0.0984,0.06498194667086044
-0.098375,0.07986340580905651
-0.09835000000000001,0.08358377059360383
-0.098325,0.07242267623995848
-0.0983,0.1207874184390957
-0.098275,0.08730413537815454
-0.09825,0.1356688775772918
-0.09822500000000001,0.1021855945163658
-0.0982,0.1393892423618408
-0.098175,0.1133466888699977
-0.09815,0.1542707015000369
-0.098125,0.1282281480081938
-0.09810000000000001,0.1617114310691197
-0.098075,0.1319485127927428
-0.09805,0.18031325499188
-0.098025,0.1431096071463898
-0.098,0.1877539845609781
-0.09797500000000001,0.1579910662845994
-0.09795,0.1914743493455271
-0.097925,0.1617114310691349
-0.0979,0.169152160638233
-0.097875,0.169152160638233
-0.09785000000000001,0.1840336197764223
-0.097825,0.1505503367154879
-0.0978,0.1617114310691349
-0.097775,0.1542707015000369
-0.09775,0.1431096071463898
-0.09772500000000001,0.1356688775772952
-0.0977,0.1356688775772918
-0.097675,0.1431096071463898
-0.09765,0.1133466888699977
-0.097625,0.1282281480081938
-0.09760000000000001,0.1021855945163625
-0.097575,0.1096263240854487
-0.09755,0.09846522973180161
-0.097525,0.1059059593008996
-0.0975,0.07986340580905651
-0.09747500000000001,0.1096263240854351
-0.09744999999999999,0.09102450016270357
-0.097425,0.1096263240854487
-0.0974,0.08358377059360553
-0.097375,0.1096263240854487
-0.09735000000000001,0.08358377059361737
-0.09732499999999999,0.1096263240854487
-0.0973,0.08730413537815454
-0.097275,0.1096263240854487
-0.09725,0.08358377059360553
-0.09722500000000001,0.09846522973179483
-0.09719999999999999,0.07986340580905651
-0.097175,0.1059059593008996
-0.09715,0.06498194667086044
-0.097125,0.1096263240854487
-0.09710000000000001,0.07242267623997539
-0.09707499999999999,0.07614304102450749
-0.09705,0.1133466888699977
-0.097025,0.08358377059360553
-0.097,0.09474486494725258
-0.09697500000000001,0.1021855945163506
-0.09694999999999999,0.08730413537815454
-0.096925,0.1170670536545467
-0.0969,0.06498194667086044
-0.096875,0.1282281480081938
-0.09685000000000001,0.06870231145540945
-0.09682499999999999,0.1133466888699977
-0.0968,0.07986340580905651
-0.096775,0.1133466888699977
-0.09675,0.08358377059360553
-0.09672500000000001,0.1021855945163506
-0.09669999999999999,0.09474486494725427
-0.096675,0.09846522973180161
-0.09665,0.09846522973180161
-0.096625,0.08358377059360553
-0.09660000000000001,0.1021855945163506
-0.09657499999999999,0.08358377059361061
-0.09655,0.09474486494725258
-0.096525,0.09846522973180161
-0.0965,0.08730413537815454
